0, 0, 0
0, 0, 0
0, 0, 0
0, 168, 0
252, 252, 252
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 168, 0
0, 168, 0
0, 0, 0
0, 0, 0
0, 168, 0
0, 0, 0
0, 0, 0
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 0, 0
0, 0, 0
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
0, 0, 0
252, 252, 252
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
252, 252, 252
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 0, 0
0, 0, 0
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
252, 252, 252
252, 252, 252
252, 252, 252
252, 252, 252
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 0, 0
0, 0, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 168, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
84, 252, 84
0, 168, 0
0, 168, 0
0, 168, 0
