168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
168, 0, 0
252, 84, 84
252, 84, 84
252, 84, 84
252, 84, 84
168, 0, 0
168, 0, 0
168, 0, 0
